HT2a,HT1a,HT1b,HT4,HTT,target
40.8617114260083,44.0344330666737,10.7782965118091,1.92136500489036,5.63877531931911,-0.474830068266485
47.8475411769615,22.0113242306333,18.7834298251778,1.78943658776061,4.33486160427378,-0.276906034373543
47.3666402657827,23.7092899999792,18.2621310978167,1.74900558612133,5.06792501941687,-0.370828419548687
51.7001795801264,18.7466787114475,21.5720549969849,1.67080189684078,4.25843884056945,-0.346950721872746
52.0208692831152,10.3694516981349,28.8489380689228,1.30150285801467,5.10680186134927,-0.0913104987655441
52.6611597292296,17.6211973190761,26.3551317260379,1.64278710332081,6.4768627841054,-0.380613124665623
58.1457911507558,33.01840572438,20.9598310923172,2.40134194846881,4.61957557726715,-0.416119250951718
53.1418641735526,23.7209599251841,20.6488147529901,2.08374786961312,4.41484791098856,-0.248281009542308
50.7233315118469,19.6168333317974,20.8362112253019,1.81445362497084,5.61383028030396,-0.373340030056467
57.3887737384017,32.876070314677,19.1467294568167,2.33919626131108,6.02364974246599,-0.269139278999717
50.3018938382467,34.2523110866547,19.1756520748138,2.10113951365153,9.25178402463595,-0.267911832348868
56.2051259337879,37.2746121218947,21.5801788197189,2.47037049981414,5.44993016807759,-0.457973446201787
45.8515112200498,27.1024298730926,21.1679745560701,1.72675463675402,4.43802365122388,-0.0587788786150938
38.8449567120426,19.8650539612372,18.8757270037314,1.43339153269535,4.32169280139014,-0.420871929564042
38.1596539932207,22.8877124213988,19.2468950912313,1.45615035566679,4.83164215341773,-0.326965169657711
55.5192650758991,35.8007039892556,17.9716968053884,2.4095220790915,3.89085687364091,-0.379219712213539
54.0621510209708,33.4725705179675,19.7001589029685,2.38642641319626,4.26779846692907,-0.242282283515197
48.7021249172625,24.5203012539145,19.3185372590319,2.06968758707522,3.27852758319497,-0.538358963642577
44.6927456828834,26.80231178413,18.3460931724074,1.97748212625751,4.16579233993918,-0.288887214577877
48.609281146008,26.3007641771565,18.1794670716576,2.09741005074719,3.38628029110639,-0.248021709264845
43.8401562058099,25.5785576423796,17.7737969927268,1.88045396486131,3.57003524869975,-0.232094953959382
57.3202760651356,31.8495998833123,23.99159695783,2.14831002913122,4.15600212070886,-0.467031805353781
52.2145188295826,26.4988451879978,22.8329949175402,1.83436157354871,3.44789031252053,-0.466734340896122
59.4531655518905,34.7923770987469,20.2634150131889,2.63707140476807,4.0780334384545,-0.436334061101969
45.6806362184428,49.6625731128757,16.9784338757143,2.29858708058373,8.88171837693554,-0.315811743927023
59.0354900092972,43.082157931074,23.9391664136358,2.43686327413351,6.64328960744607,-0.430358308482995
59.2807973800526,33.040265353011,23.3591361532406,2.31478297467134,4.29359705246572,-0.183965290177319
55.8362355671431,34.3143776890479,23.0370952659532,2.20659175397534,5.78423634798903,-0.213035491683842
51.0757610034566,31.3056938111075,19.182892064332,2.16872766083879,5.47025500078917,-0.283352593840413
53.4511759249002,27.2889619213538,23.2443504848002,1.87562538249874,3.80291940205818,-0.101979911054135
55.7648481435554,37.4778130571972,20.3872753049052,2.23002600092296,5.55990222050238,0.338418962935319
44.6433017764481,54.2966382896567,13.3779569260733,2.37586823344231,7.03099871676309,0.181452037519238
61.0879681300191,43.1019889794507,18.1524397840778,2.67730101636313,3.62153388551138,-0.0167465890370826
57.3807008329523,28.0984710242593,20.7730451210466,2.34042257732815,3.33534935668663,-0.506438898853025
56.9229676307669,30.5908469627313,23.7586837849922,2.194917756162,4.40523186262459,-0.503021270141194
51.95129939488,22.8754178027717,19.8651811015849,2.14989155166003,4.03937663058845,-0.462017806717647
51.4410811543981,24.3913202079344,16.9914722071066,2.01852250899071,5.64014403076915,-0.241277981735613
59.1151252939311,45.8959837391817,17.5166298504075,2.74307350103033,4.45095904425877,-0.328582564149208
63.4319886595681,40.9170837090303,20.0475117658057,2.76140924221655,4.47261640874398,-0.276999240120312
62.2745926122871,38.474717705084,20.6051299692058,2.72789940045034,4.72807479076248,-0.411323007788991
